NO2,PM2.5,PM10,O3,tavg,prcp,wdir,wspd,pres,year,month,day,day_of_week,week_of_year,is_spring,is_summer,is_autumn,is_winter
0.18219476915888094,0.24898015489821257,0.2359839243545051,0.49898495153419803,0.4550561797752809,0.0,0.6685236768802229,0.6951219512195123,0.7398945518453424,2018,1,28,6,4,0,0,0,1
0.2392152950781371,0.16129646782150575,0.331159275031413,0.5897052084043899,0.4382022471910112,0.3058823529411765,0.7019498607242339,0.7479674796747968,0.6906854130052729,2018,1,29,0,5,0,0,0,1
0.7678279382463581,0.28293886184629735,0.4106916732263253,0.2879528687008629,0.3174157303370786,0.0,0.6462395543175488,0.2804878048780488,0.727592267135325,2018,1,30,1,5,0,0,0,1
0.21615874707625748,0.13696141996597233,0.1564539707528858,0.5916392288129649,0.37078651685393255,0.22352941176470587,0.6350974930362117,0.6585365853658538,0.33919156414762597,2018,1,31,2,5,0,0,0,1
0.2520338222207054,0.1471040340539582,0.27640038526790295,0.5169829665932322,0.28089887640449435,0.25882352941176473,0.6462395543175488,0.46341463414634154,0.23022847100175525,2018,2,1,3,5,0,0,0,1
0.49951828799290166,0.09546472748293688,0.27640038526790295,0.41836906259097245,0.3146067415730337,0.29411764705882354,0.8579387186629527,0.3699186991869919,0.3040421792618595,2018,2,2,4,5,0,0,0,1
0.5051754508010594,0.199127630083624,0.21251582874157227,0.3229372130314353,0.2443820224719101,0.09999999999999999,0.6824512534818942,0.2357723577235773,0.3796133567662565,2018,2,3,5,5,0,0,0,1
0.1840349877800033,0.12030559223275458,0.20860447947275013,0.42904892889088303,0.23033707865168537,0.0,0.07242339832869081,0.5162601626016261,0.6151142355008794,2018,2,4,6,5,0,0,0,1
0.4060241564789608,0.4838171439081909,0.37027276771963447,0.32443024219930694,0.2191011235955056,0.0,0.16434540389972144,0.49186991869918706,0.7205623901581681,2018,2,5,0,6,0,0,0,1
0.6729844880858312,0.5419203962451306,0.5241208020221675,0.2595824322156111,0.12640449438202245,0.0,0.1392757660167131,0.38211382113821146,0.5553602811950782,2018,2,6,1,6,0,0,0,1
0.9811882929544039,0.5974715724336361,0.4928300078715904,0.24232036332297946,0.12078651685393257,0.0,0.07520891364902507,0.22357723577235772,0.5729349736379596,2018,2,7,2,6,0,0,0,1
