,NO2,PM2.5,PM10,O3
2021-04-26,10.1379,6.5735,11.79,73.0396
2021-04-27,12.9729,8.5634,13.87,65.64
2021-04-28,16.5925,11.6404,20.0033,67.2452
2021-04-29,12.7883,13.1693,16.4833,80.1692
2021-04-30,19.0117,11.3807,17.9767,70.5958
2021-05-01,11.5508,8.6458,12.2167,76.0783
2021-05-02,15.9958,3.3784,11.0967,62.2261
2021-05-03,18.1271,14.1095,18.6167,67.8525
2021-05-04,5.3021,5.5536,12.11,79.49
2021-05-05,6.1838,5.2962,9.71,72.2471
2021-05-06,13.4708,7.5026,9.4433,60.3304
2021-05-07,12.44,5.295,8.3233,65.5321
2021-05-08,16.6975,10.1347,11.0967,47.7646
2021-05-09,17.3412,6.7622,13.7239,58.5579
2021-05-10,10.4967,6.3543,10.2967,64.1848
2021-05-11,26.765,8.5802,17.0167,46.7454
2021-05-12,15.6404,8.4858,12.8033,61.5783
2021-05-13,14.7571,7.2147,13.9233,55.8033
2021-05-14,17.5896,8.7469,15.1709,55.5457
2021-05-15,10.5521,9.2815,13.8167,65.1262
2021-05-16,4.9179,6.4544,19.5117,67.8967
2021-05-17,9.0425,6.1601,11.0967,65.3842
2021-05-18,8.4479,6.8525,7.8433,71.6017
2021-05-19,13.4067,7.5364,12.4996,58.1079
2021-05-20,10.7217,11.5849,6.5633,63.6265
2021-05-21,3.5983,6.0088,25.39,72.0296
2021-05-22,4.2125,4.4705,9.1767,68.8865
2021-05-23,5.3508,5.0034,7.7367,70.8138
2021-05-24,4.9621,3.0608,6.1367,73.6046
2021-05-25,6.6896,5.3427,10.2967,72.1013
2021-05-26,5.5733,5.5032,8.3767,74.0778
2021-05-27,8.8971,5.5529,14.4567,66.2967
2021-05-28,11.3292,6.5678,8.3233,54.1221
2021-05-29,8.2062,7.6147,10.8833,64.45
2021-05-30,5.4542,10.3125,16.75,72.6291
2021-05-31,10.7238,10.6268,15.47,62.8004
2021-06-01,13.5192,6.1666,16.27,80.3238
2021-06-02,15.8846,11.1925,22.2967,83.3742
2021-06-03,7.9912,9.6621,19.6833,75.2622
2021-06-04,13.67,13.5964,22.0833,73.3508
2021-06-05,16.6529,15.562,23.4167,73.9792
2021-06-06,11.9054,9.2207,11.3536,63.0612
2021-06-07,12.6846,7.2249,11.47,64.1043
2021-06-08,16.2158,8.4433,17.5083,73.2271
2021-06-09,17.0487,10.8159,16.3233,54.6946
2021-06-10,12.0592,6.9662,13.1233,52.7992
2021-06-11,9.14,13.7468,10.7233,32.8591
2021-06-12,13.6208,6.6029,12.4996,44.1704
2021-06-13,16.2112,9.6691,16.91,55.5729
2021-06-14,15.2404,10.7976,21.8167,78.5412
2021-06-15,7.8496,4.572,14.3917,63.4652
2021-06-16,10.8971,10.1417,21.39,97.5496
2021-06-17,13.3325,13.437,25.9117,88.5308
2021-06-18,11.25,12.8964,46.8669,75.7579
2021-06-19,8.3057,9.5111,16.7645,51.56
2021-06-20,7.8992,4.652,9.2161,64.0571
2021-06-21,7.1404,4.4227,7.5767,62.5154
2021-06-22,5.944,8.241,16.91,56.8511
2021-06-23,7.6621,4.1592,17.6567,58.7243
2021-06-24,12.0079,6.1473,15.79,59.5592
2021-06-25,11.965,13.903,16.1633,34.3179
2021-06-26,15.9833,12.7165,31.477,42.7204
2021-06-27,6.9167,11.9436,20.4022,59.5848
2021-06-28,16.243,12.7357,25.8167,43.2421
2021-06-29,19.7143,8.796,20.3465,36.4758
2021-06-30,10.5675,6.1361,9.4967,53.6767
2021-07-01,4.5,10.4655,16.2167,59.9409
2021-07-02,6.1796,11.3103,13.87,54.4346
2021-07-03,9.3683,14.615,24.59,49.2267
2021-07-04,3.8996,7.7546,11.8405,34.5846
2021-07-05,6.3874,4.791,13.4457,44.1617
2021-07-06,3.6448,3.7706,8.4833,51.0938
2021-07-07,7.5852,6.3735,14.0833,41.8025
2021-07-08,4.7157,10.4119,9.9767,45.4138
2021-07-09,5.7239,11.9083,14.4567,51.25
2021-07-10,10.063,18.521,19.0109,43.0154
2021-07-11,6.3795,14.0641,23.1322,49.0075
2021-07-12,16.1018,12.1374,26.3729,38.8075
2021-07-13,12.4009,13.3937,22.9065,48.8839
2021-07-14,8.1082,9.02,19.6833,69.7688
2021-07-15,6.2638,7.5291,17.6567,67.1592
2021-07-16,8.0796,11.143,29.1767,47.0246
2021-07-17,11.3178,6.1899,15.4167,41.1196
2021-07-18,14.9387,8.0849,12.3767,31.7429
2021-07-19,6.6462,9.3829,13.3367,41.51
2021-07-20,9.9692,9.363,19.2567,51.5329
2021-07-21,18.3983,11.5658,22.517,65.3561
2021-07-22,14.88,8.1076,18.0833,47.5546
2021-07-23,9.3258,9.1706,15.7367,44.1404
2021-07-24,10.2058,12.6138,25.6033,38.99
2021-07-25,7.8846,12.2493,22.4057,46.6243
2021-07-26,7.4717,8.8534,23.8967,45.0379
2021-07-27,7.7079,10.8197,20.6433,55.8512
2021-07-28,4.6333,6.1117,13.1767,50.1975
2021-07-29,3.5642,6.5676,18.4033,50.2861
2021-07-30,8.3971,6.291,12.4833,42.5717
2021-07-31,3.0054,3.664,11.8433,61.0262
2021-08-01,7.1529,6.6664,16.1245,46.3596
2021-08-02,11.8121,3.6277,10.7233,41.6357
2021-08-03,12.5179,5.5351,16.9517,42.2521
2021-08-04,15.6892,7.2608,19.0918,49.4725
2021-08-05,17.2012,12.7617,20.7361,55.7696
2021-08-06,3.2342,5.4597,15.2265,52.0139
2021-08-07,5.965,3.285,10.0833,42.8988
2021-08-08,2.7762,5.5361,15.5048,50.6138
2021-08-09,4.4925,5.1875,13.1233,45.1975
2021-08-10,5.4225,6.0752,12.0033,43.3152
2021-08-11,13.0346,8.336,19.0665,42.2838
2021-08-12,11.8879,13.3912,19.3633,37.6346
2021-08-13,7.5104,9.94,18.03,43.1817
2021-08-14,8.6908,10.703,20.0126,37.9639
2021-08-15,8.3525,4.7166,13.8167,50.6167
2021-08-16,4.7792,5.5439,11.7367,57.5117
2021-08-17,5.8263,5.4305,8.3233,48.2967
2021-08-18,5.5508,4.068,9.9767,43.2822
2021-08-19,7.2892,8.3329,14.5633,49.4062
2021-08-20,7.3562,8.6425,8.9633,41.2508
2021-08-21,8.8571,9.8065,15.0191,42.8754
2021-08-22,7.8146,5.0564,15.0433,49.6043
2021-08-23,6.4846,4.7327,10.51,61.8067
2021-08-24,5.8354,8.1744,9.87,65.2142
2021-08-25,11.1033,8.0313,10.5973,48.0567
2021-08-26,7.3996,4.2275,12.5367,51.6826
2021-08-27,14.9454,4.999,15.2822,43.3013
2021-08-28,11.0562,4.386,12.27,44.0358
2021-08-29,8.3333,5.3825,13.23,52.5538
2021-08-30,10.3646,8.7202,18.4567,59.3391
2021-08-31,9.7221,10.0665,18.3936,54.3596
2021-09-01,14.6905,9.4359,17.169,50.0557
2021-09-02,8.4842,9.8564,20.6433,60.7825
2021-09-03,10.1042,13.5464,19.3633,58.8587
2021-09-04,6.8121,9.3811,16.9633,55.1746
2021-09-05,9.5862,10.8679,16.0567,56.8158
2021-09-06,28.4833,16.8359,34.3936,40.2025
2021-09-07,21.9075,17.046,26.5239,66.2696
2021-09-08,16.0379,16.2082,28.8033,78.5862
2021-09-09,14.4875,13.213,23.3633,54.7133
2021-09-10,10.9183,8.5042,15.0433,40.6646
2021-09-11,6.3396,6.9009,13.9718,54.6387
2021-09-12,12.735,8.3894,15.4491,46.105
2021-09-13,14.2046,3.7888,11.6648,37.2875
2021-09-14,16.2583,11.0445,18.2967,35.1946
2021-09-15,12.5679,10.1266,14.2627,43.3461
2021-09-16,12.5675,9.654,13.2833,54.3429
2021-09-17,15.4367,21.3491,21.9233,38.6671
2021-09-18,13.2108,8.6354,21.9427,45.4433
2021-09-19,9.1929,6.8583,14.7257,39.3643
2021-09-20,12.8967,7.3355,13.39,43.8696
2021-09-21,19.775,10.8805,12.75,38.0708
2021-09-22,19.4279,18.9397,18.0648,43.5562
2021-09-23,11.1854,12.6416,18.4543,48.4274
2021-09-24,8.9504,8.5159,17.6955,44.8921
2021-09-25,13.2367,13.4634,18.9552,42.2096
2021-09-26,12.4892,14.559,16.43,39.4625
2021-09-27,8.7546,6.5201,12.7778,44.9865
2021-09-28,11.8762,7.0581,14.51,47.5083
2021-09-29,6.0708,5.6086,9.9767,50.7675
2021-09-30,10.8729,7.6252,13.0167,46.6879
2021-10-01,11.5275,6.7775,11.7367,45.61
2021-10-02,9.5854,7.72,11.6833,38.1758
2021-10-03,4.0954,3.093,4.0033,61.2992
2021-10-04,10.2567,4.1422,12.2167,44.8938
2021-10-05,5.7579,,8.4926,51.3778
2021-10-06,4.9296,6.1233,10.99,58.5408
2021-10-07,19.4938,11.7595,11.63,37.6471
2021-10-08,25.0462,12.7201,14.03,11.8463
2021-10-09,20.7679,28.1106,39.95,
2021-10-10,16.7292,27.031,19.4409,
2021-10-11,17.7123,7.7682,12.3326,38.1667
2021-10-12,18.5767,5.2322,12.59,36.1367
2021-10-13,13.7804,8.7339,9.9233,45.9787
2021-10-14,17.6838,14.0635,11.7367,25.8275
2021-10-15,19.5404,10.0761,9.8344,43.2042
2021-10-16,24.5767,11.5142,21.6567,26.105
2021-10-17,24.2238,13.4448,18.83,29.8643
2021-10-18,19.7825,18.2836,25.39,21.6658
2021-10-19,10.3267,7.5949,13.9767,28.2512
2021-10-20,8.4891,8.7468,17.0167,47.5082
2021-10-21,5.945,8.2294,11.8967,66.3617
2021-10-22,8.3154,6.2192,13.07,60.8083
2021-10-23,15.0779,13.118,12.43,34.3529
2021-10-24,10.5058,14.6883,11.8433,35.8004
2021-10-25,18.2575,15.8642,17.4967,26.0961
2021-10-26,14.91,10.3274,13.07,37.0617
2021-10-27,14.8596,9.7492,13.6033,37.6896
2021-10-28,13.51,10.4235,13.07,31.7042
2021-10-29,9.0483,10.691,14.03,48.9339
2021-10-30,9.285,8.0383,9.6567,47.9242
2021-10-31,6.9192,8.1254,10.35,48.4662
2021-11-01,9.59,7.1013,7.2567,53.8839
2021-11-02,18.2557,8.1205,9.07,32.3541
2021-11-03,32.8469,20.2289,10.03,18.2675
2021-11-04,21.2733,11.7566,6.19,48.0278
2021-11-05,14.7692,7.5182,5.4967,43.7225
2021-11-06,14.4204,15.088,11.0967,37.233
2021-11-07,4.7042,8.3859,18.1367,61.32
2021-11-08,18.2408,11.3755,18.9367,36.5267
2021-11-09,32.9788,17.2971,20.1633,18.0662
2021-11-10,38.3579,24.4392,25.1233,9.1491
2021-11-11,35.6804,29.4021,24.11,6.1783
2021-11-12,26.6121,34.2404,21.1233,18.5208
2021-11-13,18.6663,12.5939,7.0433,31.5571
2021-11-14,16.9654,19.763,10.5633,15.0204
2021-11-15,9.8296,20.0068,7.95,29.5238
2021-11-16,19.3983,32.7501,28.0033,15.8317
2021-11-17,16.4367,21.5282,18.1204,26.1875
2021-11-18,21.8175,14.7008,18.83,31.2848
2021-11-19,11.3796,13.2715,9.1767,38.0683
2021-11-20,11.3921,19.0917,11.95,38.2446
2021-11-21,12.6979,7.7354,10.19,47.7958
2021-11-22,32.2854,12.1489,13.8167,23.6574
2021-11-23,38.0421,12.5033,9.8167,10.6479
2021-11-24,32.345,19.8447,14.03,14.3092
2021-11-25,25.4775,23.2057,16.75,26.9392
2021-11-26,13.2375,11.2547,7.47,47.4509
2021-11-27,16.3,9.4307,9.55,40.3888
2021-11-28,19.825,15.913,10.03,33.8054
2021-11-29,11.4583,5.4095,6.4567,54.9492
2021-11-30,8.0338,6.219,7.6833,52.4883
2021-12-01,6.9083,6.2736,6.5633,62.3575
2021-12-02,14.8138,7.5078,6.5633,59.6
2021-12-03,14.8579,11.582,6.99,42.8875
2021-12-04,12.3267,14.5762,12.0567,40.627
2021-12-05,14.3075,12.4368,9.87,42.7908
2021-12-06,19.0167,19.8328,14.0833,23.0425
2021-12-07,14.9083,10.8581,10.35,50.4496
2021-12-08,10.9833,8.7405,8.9633,57.6983
2021-12-09,23.0217,14.8405,14.5633,33.5104
2021-12-10,23.0746,13.2304,9.4967,33.3388
2021-12-11,20.0642,17.5494,12.9633,32.1542
2021-12-12,13.4946,14.6809,8.8033,37.923
2021-12-13,21.1988,15.6956,10.5633,26.2938
2021-12-14,22.3695,19.2988,15.118,18.4243
2021-12-15,20.9796,20.8242,15.7367,20.7425
2021-12-16,31.2617,18.7945,11.8433,11.563
2021-12-17,21.5962,12.8858,4.59,27.9779
2021-12-18,11.3475,10.3667,4.27,41.2233
2021-12-19,18.5988,11.1549,5.6567,38.4508
2021-12-20,23.6737,13.5535,18.35,45.2952
2021-12-21,45.1792,21.5875,27.5767,6.2754
2021-12-22,41.4183,25.0215,29.1233,4.1833
2021-12-23,22.6374,25.9622,29.9233,11.2992
2021-12-24,12.5208,7.5059,9.6567,41.1122
2021-12-25,8.6975,4.2168,6.4567,42.2312
2021-12-26,19.4129,9.2737,13.23,20.6683
2021-12-27,19.215,11.5927,11.47,14.8621
2021-12-28,6.8788,4.8223,11.3633,56.8565
2021-12-29,15.85,5.3133,11.8433,27.8429
2021-12-30,6.3375,7.5587,7.63,51.9167
2021-12-31,8.9404,11.3619,10.5633,42.9471
2022-01-01,10.1958,17.62,12.6433,38.2817
2022-01-02,6.6629,7.116,13.1233,55.7292
2022-01-03,7.4904,6.8937,20.6433,69.8321
2022-01-04,12.0408,6.9806,9.3367,58.1229
2022-01-05,7.3771,5.7124,13.23,57.9465
2022-01-06,19.4696,9.1523,15.5767,47.8767
2022-01-07,9.9592,7.3544,10.51,58.66
2022-01-08,11.4367,7.9669,6.19,56.4975
2022-01-09,7.2275,5.889,16.8567,63.127
2022-01-10,40.2371,20.9312,19.47,7.9792
2022-01-11,27.2792,19.3816,17.9767,19.665
2022-01-12,31.2017,18.0455,11.31,18.5646
2022-01-13,37.345,17.8332,10.6167,9.09
2022-01-14,43.3321,17.8998,16.5367,5.0221
2022-01-15,38.5879,20.2338,22.2967,8.0204
2022-01-16,17.7796,24.5177,21.07,25.4788
2022-01-17,22.1362,10.668,17.9767,36.1304
2022-01-18,39.0471,12.6803,11.63,11.5579
2022-01-19,28.5521,21.3879,19.5767,26.9238
2022-01-20,13.5121,7.67,15.8967,68.4992
2022-01-21,21.5921,7.954,12.6433,51.1413
2022-01-22,14.095,10.4193,15.8967,41.0933
2022-01-23,16.0938,13.639,14.99,33.8554
2022-01-24,15.7638,24.549,26.03,36.0433
2022-01-25,29.0521,39.8864,41.9233,13.093
2022-01-26,19.3633,37.2814,35.5233,27.8471
2022-01-27,12.8446,12.8992,9.55,51.5575
2022-01-28,25.1262,13.3506,21.6033,37.7292
2022-01-29,9.0758,10.8673,12.27,58.1391
2022-01-30,11.1921,11.3817,26.8833,62.0233
2022-01-31,7.5204,8.7723,25.1767,72.7108
2022-02-01,9.6396,8.2068,13.7838,60.1658
2022-02-02,13.4038,12.9518,,53.3661
2022-02-03,13.3379,11.7555,15.95,48.3146
2022-02-04,8.89,5.8118,6.6167,67.05
2022-02-05,6.6771,6.7934,12.0033,66.8612
2022-02-06,4.5146,5.3345,12.9633,79.8078
2022-02-07,10.6296,7.3372,15.4167,65.3825
2022-02-08,8.3338,8.4048,7.5233,69.8642
2022-02-09,12.5129,9.9412,7.47,53.8842
2022-02-10,15.2679,11.9423,11.2567,51.1604
2022-02-11,17.1467,9.9783,20.1633,56.3871
2022-02-12,21.9608,13.9338,17.6033,42.1029
2022-02-13,8.2675,11.8306,11.8433,58.2346
2022-02-14,7.6367,6.4111,11.15,69.927
2022-02-15,9.0083,6.8702,10.2967,60.0871
2022-02-16,7.1779,7.847,9.87,64.3579
2022-02-17,4.6588,7.6441,18.67,76.9667
2022-02-18,6.495,8.1497,16.8567,68.7791
2022-02-19,3.8612,5.6295,11.79,71.8246
2022-02-20,4.8233,6.943,16.8033,76.8538
2022-02-21,7.3867,8.2403,19.8967,73.9892
2022-02-22,13.2258,11.8366,21.87,60.6687
2022-02-23,16.2029,11.0259,15.5767,58.6925
2022-02-24,7.3779,7.2355,7.0433,70.6967
2022-02-25,12.5308,8.4696,16.0567,63.0338
2022-02-26,21.0662,16.7732,16.4833,45.3074
2022-02-27,14.4004,14.8426,12.8567,47.6808
2022-02-28,19.0396,16.823,14.51,42.6879
2022-03-01,37.4429,26.5214,30.1367,16.3058
2022-03-02,34.2012,25.7344,25.4433,28.9904
2022-03-03,30.3417,23.6066,22.83,33.3562
2022-03-04,21.9725,19.7732,25.1767,39.2875
2022-03-05,18.8946,27.1881,28.4833,30.2488
2022-03-06,7.6542,13.8444,14.83,55.7378
2022-03-07,14.8467,13.5968,12.4833,49.3729
2022-03-08,14.9242,13.9978,17.8422,48.6813
2022-03-09,23.1004,23.4783,32.6433,45.2879
2022-03-10,22.4067,24.0076,36.3233,50.8743
2022-03-11,14.0312,18.8715,23.5767,54.8071
2022-03-12,7.5579,10.3173,10.6167,60.575
2022-03-13,6.55,12.5632,8.9633,73.5262
2022-03-14,15.8317,10.654,14.1367,47.1526
2022-03-15,29.9558,17.6636,22.2433,28.2546
2022-03-16,17.3562,17.2799,22.7767,35.1862
2022-03-17,15.6304,8.4143,15.0433,49.0429
2022-03-18,25.2467,12.8716,16.8567,33.7113
2022-03-19,8.0175,8.326,12.2167,57.7754
2022-03-20,12.3954,25.6728,34.1367,56.7796
2022-03-21,25.7638,29.5872,43.79,43.9346
2022-03-22,35.1133,26.9586,46.2433,42.4317
2022-03-23,50.3121,27.4513,54.4567,35.4175
2022-03-24,44.2083,31.9374,56.0955,36.3968
2022-03-25,27.3179,35.6141,50.2967,61.6962
2022-03-26,12.3508,22.651,32.8567,77.4622
2022-03-27,6.5279,8.562,9.3274,61.0579
2022-03-28,36.2758,12.4275,27.5767,26.4212
2022-03-29,12.045,19.0655,29.4967,49.0867
2022-03-30,11.5479,10.0097,20.59,67.4104
2022-03-31,11.5696,4.7233,6.9226,57.1192
2022-04-01,6.2417,5.1899,4.8065,74.0946
2022-04-02,9.8262,3.7181,9.4433,72.5662
2022-04-03,22.6688,6.8942,11.1639,54.6296
2022-04-04,10.7542,7.5606,9.9767,62.2962
2022-04-05,10.3821,5.6206,11.2567,51.6488
2022-04-06,9.1204,6.112,10.2967,66.8629
2022-04-07,4.3912,3.8332,10.3645,79.2348
2022-04-08,9.1413,4.6314,9.7006,72.4738
2022-04-09,8.345,4.7408,13.6033,73.5921
2022-04-10,12.4446,4.0839,10.2433,68.7904
2022-04-11,27.5446,11.1802,16.11,62.0587
2022-04-12,31.1433,9.263,15.7367,54.8712
2022-04-13,30.6921,11.217,16.8567,31.1225
2022-04-14,37.8896,12.1767,17.4433,29.7904
2022-04-15,20.6854,8.2438,10.2433,53.7874
2022-04-16,13.2162,11.1999,9.2833,62.4962
2022-04-17,15.7729,11.8613,13.4433,65.3921
2022-04-18,24.2133,15.8492,14.1135,61.9225
2022-04-19,27.2358,9.1746,12.494,60.2217
2022-04-20,15.8108,6.4419,13.6033,65.8708
2022-04-21,13.1792,8.2728,15.15,67.4342
2022-04-22,9.8779,10.4651,15.4167,64.635
2022-04-23,8.3188,12.9814,19.0433,69.6091
2022-04-24,7.1817,9.0593,12.9633,79.0125
2022-04-25,13.4608,12.7572,11.8967,57.1542
2022-04-26,10.605,6.269,11.2033,74.81
2022-04-27,19.8496,8.2628,14.6143,58.6365
2022-04-28,12.7112,9.6292,15.0433,67.1854
2022-04-29,9.8342,10.3761,13.2833,65.5196
2022-04-30,12.3475,10.0366,11.5767,65.9642
2022-05-01,25.5942,12.6317,14.35,49.3387
2022-05-02,18.0179,8.7028,11.7367,63.3675
2022-05-03,24.3125,9.8248,16.75,48.5583
2022-05-04,17.2479,8.2832,16.6967,55.0579
2022-05-05,25.9658,18.1419,20.8033,32.9791
2022-05-06,18.1288,13.7336,14.4373,55.1883
2022-05-07,12.325,12.4153,14.3361,51.2679
2022-05-08,4.5821,9.9426,13.3367,79.7196
2022-05-09,17.5563,11.432,20.3233,68.0235
2022-05-10,16.3562,13.5762,17.2833,62.185
2022-05-11,6.2175,6.2168,14.8445,68.4375
2022-05-12,7.4879,6.9247,16.27,58.8896
2022-05-13,6.9467,7.5189,15.5767,69.7661
2022-05-14,13.3,11.4857,26.9367,60.3612
2022-05-15,10.43,12.9759,22.99,89.1304
2022-05-16,9.4433,10.5033,17.23,64.4733
2022-05-17,17.9704,8.0511,18.1367,66.983
2022-05-18,21.7058,13.2126,20.4022,55.0217
2022-05-19,14.2396,9.5143,17.1767,61.3467
2022-05-20,17.0117,10.735,15.8433,53.5463
2022-05-21,7.4233,8.9672,10.7767,56.1004
2022-05-22,23.2217,10.9431,17.5639,61.58
2022-05-23,25.965,10.422,20.91,53.2933
2022-05-24,5.0008,5.496,6.0833,64.9246
2022-05-25,7.9208,6.6329,8.3767,59.0996
2022-05-26,6.1038,6.9347,11.4167,58.6425
2022-05-27,7.0896,8.2223,13.8167,61.9825
2022-05-28,7.05,7.6429,14.8833,64.0433
2022-05-29,6.9513,5.8534,7.5233,60.4074
2022-05-30,13.3788,6.1622,10.6167,52.4712
2022-05-31,15.9242,10.6197,10.7233,56.3896
2022-06-01,8.665,6.8941,6.2967,61.7692
2022-06-02,11.3683,9.2577,9.7726,74.753
2022-06-03,10.2946,8.4437,11.2033,78.4708
2022-06-04,6.1017,8.7943,12.11,72.2863
2022-06-05,14.275,12.5932,17.87,47.1471
2022-06-06,3.8988,8.6564,7.5233,60.1052
2022-06-07,6.6229,8.4662,7.95,59.5604
2022-06-08,10.9692,7.297,12.6433,39.5583
2022-06-09,6.1788,6.1441,12.43,53.4675
2022-06-10,7.2454,7.6667,13.0167,46.7396
2022-06-11,4.5371,7.5574,19.0967,58.3442
2022-06-12,4.5908,7.6026,21.07,54.1521
2022-06-13,8.9113,7.0915,12.2606,55.1212
2022-06-14,8.2479,6.001,12.4439,66.8274
2022-06-15,9.1704,10.0135,13.23,82.655
2022-06-16,11.0242,8.1527,14.6167,82.2083
2022-06-17,11.0675,13.1561,19.79,100.3883
2022-06-18,11.2458,9.4535,19.8433,84.7561
2022-06-19,7.8179,6.3179,16.2167,56.3517
2022-06-20,8.8567,6.8727,17.1767,51.7829
2022-06-21,11.9696,7.0389,13.3343,48.0908
2022-06-22,8.0558,6.7525,7.7367,72.9843
2022-06-23,14.2642,11.5083,19.5233,75.2188
2022-06-24,8.4983,8.997,17.4967,69.1296
2022-06-25,6.5879,5.9405,12.1633,46.1579
2022-06-26,7.0762,5.9605,12.43,53.623
2022-06-27,11.4125,6.7499,16.4833,36.7942
2022-06-28,7.0633,6.4867,13.6567,64.2546
2022-06-29,12.9021,9.4705,16.4833,76.3783
2022-06-30,13.9017,7.7204,13.5921,44.0182
2022-07-01,,6.1199,17.23,54.83
2022-07-02,,6.4715,8.5609,60.115
2022-07-03,,4.0457,10.0833,49.7129
2022-07-04,,6.4086,10.6167,51.5387
2022-07-05,,6.7128,18.03,45.6867
2022-07-06,,5.1375,8.6967,52.9858
2022-07-07,,5.7993,14.67,48.4925
2022-07-08,,6.862,12.2167,47.6323
2022-07-09,,7.5877,16.5367,41.9775
2022-07-10,,6.8335,8.8033,43.9971
2022-07-11,,4.6375,8.9378,36.6612
2022-07-12,,8.359,15.2567,53.0504
2022-07-13,,7.954,18.7767,59.7729
2022-07-14,,3.3956,13.9767,45.8571
2022-07-15,,2.8325,10.7233,45.9633
2022-07-16,,3.3205,11.2567,39.045
2022-07-17,,4.7966,10.8857,76.7154
2022-07-18,,8.949,22.4033,96.5204
2022-07-19,,11.7566,36.8033,124.81
2022-07-20,,16.5522,38.4033,84.5452
2022-07-21,,7.0276,18.4567,53.2217
2022-07-22,,3.4133,13.1233,41.6871
2022-07-23,,5.7223,15.6161,62.8067
2022-07-24,,7.0654,13.3367,71.6823
2022-07-25,,5.8313,19.5233,49.2325
2022-07-26,,3.9084,12.59,51.0621
2022-07-27,,2.5415,10.6074,44.6017
2022-07-28,,2.711,9.3367,61.7017
2022-07-29,,5.0397,12.8033,73.7692
2022-07-30,,5.8286,13.07,68.9046
2022-07-31,,6.0159,18.2433,38.0896
2022-08-01,,2.8622,6.8833,51.6357
2022-08-02,,4.237,13.4433,44.2683
2022-08-03,,5.4233,25.87,37.3988
2022-08-04,,4.5291,22.8833,41.3917
2022-08-05,,4.546,16.91,54.9222
2022-08-06,,4.3445,11.6091,46.1258
2022-08-07,,5.2083,9.9233,53.2304
2022-08-08,,4.3874,13.55,48.8367
2022-08-09,,2.1213,7.0967,52.1826
2022-08-10,,4.902,9.23,69.755
2022-08-11,,6.122,20.6433,87.8908
2022-08-12,,8.3102,26.03,97.2717
2022-08-13,,8.7176,23.3633,90.8926
2022-08-14,,10.0154,22.67,91.865
2022-08-15,,9.6701,24.8033,77.1729
2022-08-16,,17.8622,29.6033,80.3521
2022-08-17,,12.6604,23.79,69.291
2022-08-18,,4.5739,28.3843,57.96
2022-08-19,,9.0227,,35.465
2022-08-20,,4.6568,,44.1392
2022-08-21,,6.939,,47.7226
2022-08-22,,6.1611,,59.7375
2022-08-23,,10.3824,,52.4379
2022-08-24,,8.8412,,54.8183
2022-08-25,,12.3099,19.534,85.5009
2022-08-26,,4.0654,18.6167,61.0296
2022-08-27,,6.4886,12.0567,43.8329
2022-08-28,,4.6302,11.5233,51.3812
2022-08-29,,5.6485,15.4167,52.2913
2022-08-30,,5.4333,14.51,59.5871
2022-08-31,,3.9667,16.8567,63.565
2022-09-01,,5.9157,18.35,63.1992
2022-09-02,,5.2838,21.7633,72.3409
2022-09-03,,9.3921,22.83,80.8246
2022-09-04,,14.5436,17.39,61.8338
2022-09-05,,7.3741,18.7767,70.6092
2022-09-06,,6.7442,14.2433,59.7048
2022-09-07,,7.1195,11.3633,60.79
2022-09-08,,7.0957,12.27,46.4565
2022-09-09,,5.2315,11.63,46.1209
2022-09-10,,7.5247,8.0567,62.2487
2022-09-11,,9.6976,10.0509,58.053
2022-09-12,,13.0695,20.5214,46.1438
2022-09-13,,9.1875,13.2833,36.0992
2022-09-14,,5.9359,10.4567,42.043
2022-09-15,,5.4514,10.2433,48.9092
2022-09-16,,4.6659,12.9633,53.985
2022-09-17,,5.402,10.7233,52.8854
2022-09-18,,4.75,10.0833,50.0052
2022-09-19,,4.6391,13.55,47.2925
2022-09-20,,5.2548,9.3367,37.7217
2022-09-21,,9.8965,12.9633,28.1508
2022-09-22,,10.5354,19.4167,35.0165
2022-09-23,,14.81,18.99,41.1292
2022-09-24,,10.5708,12.0033,50.5408
2022-09-25,,7.2708,8.8033,37.2688
2022-09-26,,6.0692,9.3367,49.9617
2022-09-27,,6.3411,6.4891,55.8371
2022-09-28,,3.7778,6.9367,48.1471
2022-09-29,,11.3827,9.1767,20.56
2022-09-30,,11.8014,7.6833,38.8195
2022-10-01,,7.4593,10.7767,55.6942
2022-10-02,,6.8959,17.7633,43.1917
2022-10-03,,9.4968,14.67,26.8758
2022-10-04,,11.2932,12.8033,36.9143
2022-10-05,,6.9939,8.6967,54.0646
2022-10-06,,6.95,17.7633,46.8958
2022-10-07,,9.7012,16.8033,45.3242
2022-10-08,,5.4022,11.8433,45.1177
2022-10-09,,10.6315,13.7633,31.9867
2022-10-10,,10.1079,17.6033,30.6862
2022-10-11,,11.5815,16.59,21.2087
2022-10-12,,14.8092,22.6167,16.3496
2022-10-13,,15.8845,14.9367,31.6312
2022-10-14,,11.6359,13.0167,25.8146
2022-10-15,,13.0104,10.2433,41.1371
2022-10-16,,7.6509,11.8433,45.9086
2022-10-17,,8.7921,11.63,23.2775
2022-10-18,,8.0413,12.2167,19.4883
2022-10-19,,9.3166,11.0967,31.5475
2022-10-20,,12.6962,18.19,18.523
2022-10-21,,8.0198,12.2167,33.3067
2022-10-22,,9.4948,16.91,36.9346
2022-10-23,,9.5551,15.63,29.0875
2022-10-24,,4.7909,11.4167,62.3557
