,NO2,PM2.5,PM10,O3
2018-05-29,15.6722,23.2515,49.1767,94.6479
2018-05-30,18.6529,23.575,54.2943,63.553
2018-05-31,22.8554,17.2349,49.9005,50.5263
2018-06-01,25.1254,18.4259,25.55,45.7271
2018-06-02,8.7642,21.0198,21.55,52.5325
2018-06-03,15.1879,13.7438,14.3209,60.8291
2018-06-04,17.8139,9.6399,21.0167,73.9083
2018-06-05,15.6404,11.3063,21.1233,67.8971
2018-06-06,21.9012,11.4016,26.4567,63.9083
2018-06-07,34.9218,12.6382,34.2191,52.9987
2018-06-08,31.7921,18.6858,37.5355,46.1683
2018-06-09,17.6779,8.8455,19.2033,63.9033
2018-06-10,11.3387,7.416,15.6833,69.5042
2018-06-11,8.41,6.9036,12.11,64.9817
2018-06-12,9.9375,4.9005,10.1367,56.5996
2018-06-13,11.3509,2.9731,9.7633,54.3729
2018-06-14,14.6973,7.3216,14.5633,42.3992
2018-06-15,17.205,13.3142,26.83,50.6135
2018-06-16,9.875,10.2505,13.1233,52.0258
2018-06-17,6.3327,5.22,12.9633,55.8962
2018-06-18,9.4005,5.5888,9.2833,51.2379
2018-06-19,10.3675,6.3801,8.6433,31.1052
2018-06-20,10.4738,6.8376,8.6967,28.5054
2018-06-21,10.6222,4.7321,14.7767,46.4683
2018-06-22,9.0138,6.3275,18.51,54.3221
2018-06-23,12.4025,7.8786,14.67,59.9748
2018-06-24,8.4708,6.667,10.7233,50.3825
2018-06-25,14.0795,5.7601,41.3173,35.6088
2018-06-26,14.885,8.6886,21.07,54.7629
2018-06-27,10.5112,12.5001,22.99,68.5974
2018-06-28,9.8642,8.7308,15.0967,78.8687
2018-06-29,14.1317,6.3938,16.59,75.6654
2018-06-30,8.7604,5.8906,17.9767,82.6575
2018-07-01,7.2062,3.3651,,84.1457
2018-07-02,10.8383,4.2369,-1.5433,81.7829
2018-07-03,12.0879,5.6898,2.2967,85.2946
2018-07-04,19.6108,5.8552,,70.1879
2018-07-05,23.4654,4.1943,11.4118,45.4957
2018-07-06,24.5892,7.917,20.0567,69.51
2018-07-07,15.1429,5.8451,13.1767,58.6167
2018-07-08,11.3479,4.8064,14.5633,57.1033
2018-07-09,15.9818,6.3375,16.75,45.3865
2018-07-10,11.1042,5.0966,22.8833,53.8892
2018-07-11,18.3833,5.2393,21.87,56.53
2018-07-12,17.8674,6.5592,22.2967,55.9033
2018-07-13,20.0629,5.3693,19.31,50.4578
2018-07-14,9.6267,3.3201,9.71,61.2608
2018-07-15,12.3246,2.6713,12.9633,73.1667
2018-07-16,17.6283,5.8096,21.39,90.8596
2018-07-17,14.9188,6.0474,19.7367,59.1443
2018-07-18,19.8071,4.7307,13.1767,47.865
2018-07-19,27.0983,6.7937,17.39,49.8283
2018-07-20,26.5696,6.0005,15.8433,54.7067
2018-07-21,14.8962,6.662,14.2433,71.0787
2018-07-22,17.2129,9.8692,15.8433,64.88
2018-07-23,18.1567,6.727,19.8967,66.2671
2018-07-24,24.3283,6.5498,26.6167,68.5025
2018-07-25,27.7812,6.9678,19.5233,71.6167
2018-07-26,17.6117,9.6558,26.0833,102.0871
2018-07-27,20.5425,8.0548,29.2833,109.4133
2018-07-28,9.76,9.0047,23.63,70.7425
2018-07-29,10.2533,6.705,15.5767,59.6057
2018-07-30,9.6746,4.2493,12.8033,48.5421
2018-07-31,15.8483,2.4886,11.7367,38.4608
2018-08-01,26.9896,8.653,14.0833,41.2046
2018-08-02,44.3418,9.6385,22.03,45.2804
2018-08-03,31.6683,10.4367,19.2033,77.7362
2018-08-04,13.2254,5.5645,12.4833,61.1825
2018-08-05,6.7168,3.7909,9.0167,64.5333
2018-08-06,23.0673,5.6581,19.5233,76.9991
2018-08-07,25.6288,9.0976,28.8057,91.8183
2018-08-08,10.8433,8.7072,19.0433,58.6554
2018-08-09,18.9942,6.4269,13.39,41.5283
2018-08-10,8.7854,4.3414,8.0033,50.503
2018-08-11,9.7896,4.3065,7.8967,53.6625
2018-08-12,23.3258,6.8597,12.4833,48.3587
2018-08-13,21.711,6.1606,16.206,35.9011
2018-08-14,9.1142,4.2165,12.43,56.6687
2018-08-15,16.9832,9.7562,18.19,39.4738
2018-08-16,13.6996,5.1385,10.2967,41.1454
2018-08-17,11.0167,4.671,8.3767,43.0
2018-08-18,11.9654,9.0082,13.87,39.1239
2018-08-19,7.9475,8.9918,16.2167,42.0513
2018-08-20,18.9042,3.9248,11.3633,31.685
2018-08-21,20.6046,10.1354,14.51,34.4825
2018-08-22,16.3133,11.9312,52.9633,39.0948
2018-08-23,12.5021,10.9787,11.47,33.1913
2018-08-24,5.9163,3.6346,9.6033,45.7046
2018-08-25,5.6979,1.5753,5.4967,48.5992
2018-08-26,9.97,3.5701,8.1633,50.7339
2018-08-27,6.2787,4.3971,9.3367,45.0137
2018-08-28,21.0325,8.5336,13.8167,31.2183
2018-08-29,35.9225,18.2098,26.4033,20.6304
2018-08-30,17.4591,6.407,13.3367,40.0696
2018-08-31,26.225,4.9336,12.5367,27.6496
2018-09-01,22.6325,6.5853,11.15,40.7296
2018-09-02,11.9033,7.331,12.75,55.9183
2018-09-03,26.2621,10.9098,18.99,40.6278
2018-09-04,28.2077,18.1495,38.19,39.5979
2018-09-05,26.7729,16.5112,23.5187,47.33
2018-09-06,21.3346,9.868,16.0567,50.275
2018-09-07,8.645,5.3074,9.4433,52.2561
2018-09-08,12.8912,5.4555,10.1367,42.2546
2018-09-09,10.7233,7.871,12.11,59.7854
2018-09-10,9.6645,6.3373,11.79,49.9583
2018-09-11,8.5154,8.0309,14.51,49.2417
2018-09-12,14.395,4.3825,6.19,36.9158
2018-09-13,26.137,5.8715,13.71,32.7896
2018-09-14,17.5623,8.1763,11.3633,42.1829
2018-09-15,7.6717,7.2795,9.6567,48.3248
2018-09-16,16.0008,9.1122,12.75,44.5267
2018-09-17,25.7367,9.1034,17.7633,49.3283
2018-09-18,10.5586,9.6636,19.95,56.9821
2018-09-19,14.0758,8.4908,19.3633,42.5348
2018-09-20,14.9038,8.0634,21.7405,42.18
2018-09-21,3.5912,3.1081,10.5346,58.545
2018-09-22,8.9083,3.3306,11.6833,45.0875
2018-09-23,12.3008,6.7968,6.0833,39.8126
2018-09-24,18.0314,5.5485,10.67,44.8125
2018-09-25,18.9621,7.3264,10.2433,37.4388
2018-09-26,23.1078,10.6883,16.1633,33.5771
2018-09-27,32.3083,16.97,22.7233,39.7935
2018-09-28,15.3517,7.4585,16.91,39.6129
2018-09-29,24.6471,8.2369,17.71,26.2596
2018-09-30,18.2071,9.2539,13.1674,37.1542
2018-10-01,13.4733,2.08,11.7367,49.7205
2018-10-02,11.7275,4.217,12.75,43.6342
2018-10-03,12.8846,6.602,23.2567,43.8725
2018-10-04,22.5904,12.8286,20.6433,21.4538
2018-10-05,33.0,16.1118,24.27,22.4887
2018-10-06,31.8308,16.2776,27.47,27.755
2018-10-07,,4.2233,1.2833,50.5879
2018-10-08,26.7092,8.221,12.0567,23.04
2018-10-09,39.2975,12.2823,23.0967,18.5661
2018-10-10,34.3783,17.6396,29.4433,29.9004
2018-10-11,15.9404,12.345,15.4167,42.2425
2018-10-12,14.8883,4.9318,12.4833,41.475
2018-10-13,11.2354,7.1487,16.3767,45.5096
2018-10-14,11.8942,9.1594,15.95,47.0762
2018-10-15,21.98,10.7906,19.0967,32.4529
2018-10-16,38.1725,15.932,25.6033,21.7158
2018-10-17,23.4504,12.9353,12.6665,26.07
2018-10-18,23.6562,5.8891,10.4567,29.8296
2018-10-19,26.0479,8.8582,12.91,25.9983
2018-10-20,25.0658,14.1665,13.8167,24.9404
2018-10-21,25.6533,23.4576,28.8567,27.7335
2018-10-22,17.28,8.6577,18.6167,43.345
2018-10-23,7.2579,9.6048,19.6833,48.6254
2018-10-24,15.1246,4.9512,13.6033,34.2721
2018-10-25,9.845,5.6313,12.6433,43.6852
2018-10-26,12.6592,9.8208,10.7767,43.8796
2018-10-27,13.4304,3.877,8.0033,46.6896
2018-10-28,7.5546,2.1237,2.9367,44.2104
2018-10-29,14.3904,4.8151,6.9367,27.85
2018-10-30,12.3933,4.5008,6.2433,20.3346
2018-10-31,22.7496,8.2662,12.75,23.96
2018-11-01,21.3238,8.4368,11.2033,23.5971
2018-11-02,12.7712,6.006,7.47,46.9265
2018-11-03,35.9892,17.2728,17.71,14.1392
2018-11-04,27.0575,24.4433,25.23,11.805
2018-11-05,24.1596,19.7062,21.0167,4.2142
2018-11-06,30.3462,12.4054,21.8167,8.2365
2018-11-07,12.2992,5.5127,8.27,39.3308
2018-11-08,24.6171,5.4493,13.87,31.5904
2018-11-09,29.0767,13.1439,18.35,12.7537
2018-11-10,10.8729,5.1188,8.91,40.3026
2018-11-11,9.1429,4.0262,7.3633,45.4837
2018-11-12,24.1963,6.829,8.91,22.9371
2018-11-13,15.9017,9.1344,11.47,41.2225
2018-11-14,31.2138,13.5695,19.0433,16.1196
2018-11-15,34.1,16.195,18.2433,5.4483
2018-11-16,29.3662,23.1366,23.63,2.5583
2018-11-17,26.4392,22.1632,21.23,15.5296
2018-11-18,16.7504,21.9157,18.4567,27.13
2018-11-19,11.9068,6.6701,6.83,33.23
2018-11-20,15.2482,14.1332,17.7633,32.3696
2018-11-21,27.0346,20.8447,27.95,6.1742
2018-11-22,24.8325,28.2424,35.95,3.6796
2018-11-23,29.0933,22.1993,32.3767,1.7475
2018-11-24,26.5542,26.0779,30.83,2.1625
2018-11-25,18.5508,28.9496,27.15,3.3342
2018-11-26,,25.1906,34.03,5.0645
2018-11-27,24.1864,23.1717,34.6167,8.8725
2018-11-28,15.5608,12.6975,11.47,26.8679
2018-11-29,18.2386,6.3024,9.87,38.2133
2018-11-30,15.3921,8.0323,13.55,46.3352
2018-12-01,16.1433,8.0649,10.9367,38.8829
2018-12-02,,2.4651,7.8967,52.0825
2018-12-03,,7.3497,20.2167,58.9
2018-12-04,25.227,6.4804,9.07,34.13
2018-12-05,23.7733,12.91,15.63,10.1968
2018-12-06,19.5462,8.2022,10.4567,37.5021
2018-12-07,10.6264,3.555,6.4567,59.1721
2018-12-08,,6.3597,17.4967,68.0204
2018-12-09,11.1995,5.5502,16.6967,64.8825
2018-12-10,21.92,5.1471,12.0567,55.0483
2018-12-11,42.2211,4.643,14.2967,30.6681
2018-12-12,41.2678,5.8815,10.7767,10.2435
2018-12-13,27.7317,11.473,13.07,11.2483
2018-12-14,28.9946,11.4476,15.6833,5.8379
2018-12-15,21.5858,17.7769,24.0567,20.3162
2018-12-16,20.0475,20.9835,20.8033,25.9387
2018-12-17,20.965,9.2445,14.0833,38.1088
2018-12-18,19.7894,9.4535,13.8167,40.9812
2018-12-19,22.6212,7.3376,10.2433,34.9221
2018-12-20,16.6454,7.5693,10.5633,46.817
2018-12-21,9.5621,5.8792,21.0167,59.8379
2018-12-22,7.2638,5.5506,19.15,62.26
2018-12-23,17.2171,6.8766,14.5633,39.625
2018-12-24,29.0804,6.3413,7.2567,29.3396
2018-12-25,17.3871,13.4317,14.4033,34.9275
2018-12-26,34.4004,23.0096,22.5633,10.2888
2018-12-27,42.9554,28.2086,33.1233,2.3433
2018-12-28,32.2908,34.412,44.3233,0.89
2018-12-29,25.8104,17.6032,24.0033,24.4492
2018-12-30,13.8025,8.6546,12.0033,41.9042
2018-12-31,17.3079,17.4238,11.2567,32.1675
2019-01-01,8.0358,48.8705,21.4433,60.257
2019-01-02,21.9875,8.2634,23.8433,56.4088
2019-01-03,42.3325,6.7715,8.5367,30.995
2019-01-04,19.4954,9.1771,13.6033,41.7404
2019-01-05,13.9196,5.682,10.8833,53.4513
2019-01-06,13.76,9.024,14.2433,39.9454
2019-01-07,18.2033,15.277,16.2167,32.9846
2019-01-08,10.2871,8.5127,22.19,65.07
2019-01-09,17.2004,2.8204,18.5633,56.3396
2019-01-10,44.385,3.9718,16.8033,21.3038
2019-01-11,23.2512,2.3391,10.19,47.0575
2019-01-12,9.2979,4.9144,10.2967,51.3417
2019-01-13,7.7179,4.698,12.5367,56.0478
2019-01-14,18.9304,5.1973,13.23,52.5042
2019-01-15,18.4183,6.9432,12.27,43.3262
2019-01-16,14.0048,8.6198,9.1767,48.6046
2019-01-17,14.7192,3.1274,4.8567,56.0396
2019-01-18,38.9021,8.0585,18.7233,18.0596
2019-01-19,31.4646,20.3555,23.15,20.0417
2019-01-20,36.5729,18.0074,21.1233,12.9762
2019-01-21,44.07,31.6966,36.43,3.3639
2019-01-22,36.6883,33.2507,37.4967,15.4979
2019-01-23,25.2017,28.4318,30.1367,30.0929
2019-01-24,31.3608,42.6909,37.07,15.6204
2019-01-25,40.1733,41.3589,38.4567,10.113
2019-01-26,13.105,6.9343,12.0567,48.6654
2019-01-27,7.1708,3.2349,7.5233,62.5033
2019-01-28,15.145,3.8162,9.87,51.6196
2019-01-29,19.765,8.0995,11.15,44.1965
2019-01-30,23.1625,15.2244,11.3633,32.2754
2019-01-31,35.7488,19.4201,18.83,24.555
2019-02-01,40.0054,19.2437,25.4967,12.0133
2019-02-02,39.5033,33.26,29.71,10.7213
2019-02-03,23.1633,9.8804,10.67,35.5712
2019-02-04,19.0879,11.0553,10.03,41.6054
2019-02-05,29.5283,23.3583,29.23,20.3058
2019-02-06,26.6071,13.2592,11.5233,25.4561
2019-02-07,10.3838,6.2949,12.3767,59.9021
2019-02-08,12.3079,4.7261,10.0833,55.8738
2019-02-09,6.7637,7.2039,17.2833,69.8867
2019-02-10,8.9608,3.9338,6.6167,62.7835
2019-02-11,20.8362,4.7995,18.2967,45.5108
2019-02-12,27.3475,10.1432,17.2833,31.6192
2019-02-13,29.7696,20.4723,21.2833,26.9429
2019-02-14,46.3096,22.4873,24.27,14.4774
2019-02-15,51.4592,18.9206,25.7633,11.0983
2019-02-16,39.3479,31.8933,35.79,18.2858
2019-02-17,26.0958,32.8489,30.9367,33.7008
2019-02-18,33.7658,19.4968,34.51,25.5913
2019-02-19,14.4267,7.2772,13.23,52.7488
2019-02-20,24.5462,10.7053,17.9767,37.3167
2019-02-21,23.9025,22.2112,25.7633,31.6729
2019-02-22,24.9121,21.7813,19.2567,21.193
2019-02-23,27.6567,18.685,25.6567,15.2771
2019-02-24,28.3533,20.108,22.35,24.3608
2019-02-25,50.1967,20.9318,29.1767,11.5967
2019-02-26,54.3367,25.0501,39.2567,10.8039
2019-02-27,46.9342,28.7953,44.2167,15.2975
2019-02-28,27.0075,35.9336,47.63,36.6462
2019-03-01,16.6833,17.2666,29.3367,46.7758
2019-03-02,17.3921,15.3503,23.31,37.4483
2019-03-03,7.0221,5.8873,10.1367,57.7667
2019-03-04,5.4646,3.8306,8.6433,70.7542
2019-03-05,11.4392,5.1827,14.5633,63.2854
2019-03-06,14.3362,5.9451,9.87,49.5678
2019-03-07,7.5112,4.538,9.1233,66.3567
2019-03-08,9.0283,7.4436,15.5233,67.8208
2019-03-09,7.8925,6.5121,16.5367,70.1329
2019-03-10,6.9417,6.6157,13.8167,73.2691
2019-03-11,8.2146,5.9294,12.59,69.2225
2019-03-12,14.1075,8.8371,14.6167,64.8329
2019-03-13,7.7592,8.3298,19.2033,71.615
2019-03-14,9.95,7.1033,17.7633,71.563
2019-03-15,10.1917,7.0518,15.3633,60.6029
2019-03-16,6.4354,5.4544,12.8033,73.36
2019-03-17,4.6396,4.6562,7.8967,78.3246
2019-03-18,15.8725,7.1601,13.4433,60.6496
2019-03-19,29.6629,15.0517,16.0567,33.7333
2019-03-20,24.1429,22.8871,16.4833,38.2504
2019-03-21,23.3914,22.1412,24.3614,33.72
2019-03-22,27.7529,36.0882,41.1233,30.6622
2019-03-23,15.6358,22.3873,20.8033,43.9229
2019-03-24,18.0129,9.4489,16.6433,53.4221
2019-03-25,8.2104,9.6296,23.0433,78.9983
2019-03-26,18.0433,9.6373,26.35,59.5935
2019-03-27,27.8646,11.0427,21.9233,37.5371
2019-03-28,38.1108,17.8399,24.8567,21.9121
2019-03-29,39.1446,31.5038,41.71,20.9967
2019-03-30,31.6575,33.1758,47.5767,33.0617
2019-03-31,10.5638,21.44,27.2033,61.6758
2019-04-01,15.575,9.179,16.8567,55.82
2019-04-02,23.1288,18.4898,30.3348,46.3079
2019-04-03,13.3,8.8349,6.99,55.8383
2019-04-04,21.4883,10.8785,14.67,41.1196
2019-04-05,21.6108,10.2948,24.0033,46.6271
2019-04-06,20.5246,30.3294,39.47,27.6458
2019-04-07,21.8833,27.9085,44.0033,53.9422
2019-04-08,30.0967,20.9033,68.9633,31.8854
2019-04-09,20.1842,15.3431,27.31,53.4471
2019-04-10,12.4004,10.6332,10.4567,61.9796
2019-04-11,14.4708,11.8935,15.4167,60.4643
2019-04-12,13.7321,9.719,14.2967,53.9179
2019-04-13,13.2308,11.8005,10.4033,60.0142
2019-04-14,11.7383,17.4554,21.9767,55.0971
2019-04-15,18.9629,19.9781,26.51,50.59
2019-04-16,21.3762,19.2405,26.2433,58.095
2019-04-17,26.0065,13.7646,17.1767,34.1629
2019-04-18,21.8792,16.1215,23.0967,62.3279
2019-04-19,25.2196,15.8792,24.6967,67.6896
2019-04-20,17.2117,18.6245,25.87,80.8254
2019-04-21,15.8423,36.7438,37.1233,84.2454
2019-04-22,15.1009,25.0848,33.0167,84.0708
2019-04-23,15.1039,12.7429,26.0833,79.1274
2019-04-24,12.4826,13.0833,21.2833,60.1267
2019-04-25,,5.4034,7.0967,56.0838
2019-04-26,,7.2078,8.43,54.0017
2019-04-27,,6.0591,12.27,65.6748
2019-04-28,10.9809,6.8875,7.2567,53.9454
2019-04-29,24.4517,9.5719,10.67,42.5079
2019-04-30,20.0958,13.1102,17.6033,68.9292
2019-05-01,29.4738,14.362,29.2833,48.1504
2019-05-02,22.6138,19.5819,19.5767,45.3354
2019-05-03,14.7412,5.2535,11.8433,68.4596
2019-05-04,10.4629,3.1938,11.5767,60.7208
2019-05-05,9.0192,8.8936,14.19,70.6952
2019-05-06,15.0683,10.0057,11.8967,54.6033
2019-05-07,23.7829,14.1755,14.9367,45.8954
2019-05-08,15.2754,11.9268,13.9233,53.8958
2019-05-09,12.5412,7.4446,12.5367,56.1126
2019-05-10,13.7829,6.4319,10.2433,65.4512
2019-05-11,12.3054,7.0577,13.6033,64.9975
2019-05-12,12.4254,5.3173,6.6167,61.8696
2019-05-13,15.7929,5.0885,9.07,54.7852
2019-05-14,10.5537,6.4898,9.1767,66.5767
2019-05-15,13.3025,6.2814,11.7367,61.7938
2019-05-16,11.5158,8.4312,11.8433,63.4796
2019-05-17,13.6783,7.9985,16.1633,37.3435
2019-05-18,23.0821,22.166,22.51,35.3404
2019-05-19,17.4683,26.037,30.83,61.0562
2019-05-20,14.8462,17.0755,12.0567,65.8462
2019-05-21,11.66,9.6783,11.63,73.0087
2019-05-22,15.1021,8.0946,11.4167,61.6929
2019-05-23,14.4379,11.2034,11.31,64.0237
2019-05-24,19.1783,8.071,13.71,56.7454
2019-05-25,13.6392,7.9781,14.7233,49.8926
2019-05-26,9.9454,11.6512,13.9465,46.2604
2019-05-27,8.09,4.4054,12.11,53.4138
2019-05-28,15.4375,4.6131,9.71,48.3679
2019-05-29,14.3388,7.0559,11.4167,60.5622
2019-05-30,7.5162,8.2283,9.23,41.9713
2019-05-31,9.3733,9.0165,8.3767,42.2871
2019-06-01,14.2721,8.9553,23.2404,51.1158
2019-06-02,10.7442,8.7821,17.063,67.097
2019-06-03,9.2467,3.985,12.3767,46.8442
2019-06-04,13.2646,6.7105,19.7367,60.0021
2019-06-05,15.2312,7.8758,12.9633,47.0987
2019-06-06,8.4504,3.1831,11.95,64.2587
2019-06-07,11.8917,6.0914,11.6833,55.1912
2019-06-08,3.8062,1.9844,11.7367,64.9454
2019-06-09,9.2604,5.5033,15.0433,56.9125
2019-06-10,7.815,6.747,13.6567,62.1009
2019-06-11,10.7492,6.6088,8.75,55.9671
2019-06-12,20.5596,8.037,12.8033,44.16
2019-06-13,9.4425,2.0462,6.51,53.1592
2019-06-14,15.9167,5.434,14.51,51.9143
2019-06-15,14.41,5.6525,9.4967,53.8483
2019-06-16,6.76,7.3472,12.3767,46.2158
2019-06-17,12.9479,6.2191,6.6946,48.4883
2019-06-18,23.23,8.0622,14.9395,57.5196
2019-06-19,13.4725,7.2578,20.59,61.5921
2019-06-20,7.07,11.3635,13.2787,61.1875
2019-06-21,9.5196,5.9925,12.2167,53.9933
2019-06-22,10.2546,7.7586,13.7633,64.4196
2019-06-23,7.7504,9.5017,17.23,75.5246
2019-06-24,19.2876,10.8573,20.302,71.4763
2019-06-25,15.9938,17.5627,30.99,99.6742
2019-06-26,12.9117,16.7749,23.8967,77.0739
2019-06-27,5.7229,5.914,14.51,63.9079
2019-06-28,7.8375,9.1695,18.99,55.9525
2019-06-29,12.605,9.4334,21.0167,85.5517
2019-06-30,7.8696,10.3552,19.7367,68.8548
2019-07-01,6.0912,4.3224,12.0033,53.9025
2019-07-02,11.8992,2.0963,10.4567,46.3175
2019-07-03,13.61,3.8304,12.6433,45.9775
2019-07-04,20.4254,4.8425,16.11,42.8548
2019-07-05,17.8884,6.0995,12.9184,44.9474
2019-07-06,14.575,6.5913,14.7767,39.2208
2019-07-07,8.2925,2.6298,13.07,47.9871
2019-07-08,13.6654,1.691,10.6167,45.5504
2019-07-09,19.3362,3.3034,13.4967,43.7162
2019-07-10,17.4625,6.6962,20.1633,38.5513
2019-07-11,13.1979,13.7642,19.7367,55.9742
2019-07-12,13.5021,8.6115,12.6967,44.733
2019-07-13,7.45,3.7008,4.9309,57.675
2019-07-14,6.3183,1.8643,5.9767,51.7037
2019-07-15,13.3688,2.156,7.31,43.0242
2019-07-16,12.3079,3.1478,10.5633,46.4739
2019-07-17,17.6808,7.2346,14.2433,43.215
2019-07-18,12.3892,11.978,19.15,48.145
2019-07-19,12.66,7.7648,20.5367,45.3008
2019-07-20,7.7317,5.5205,12.4833,53.4922
2019-07-21,5.0,3.5038,11.5767,46.1387
2019-07-22,9.4479,4.1514,10.67,42.5796
2019-07-23,15.1238,7.7224,21.07,87.7279
2019-07-24,18.2967,13.332,40.9633,104.3117
2019-07-25,19.1238,18.3138,43.47,123.2625
2019-07-26,12.8829,13.0392,36.5367,131.6979
2019-07-27,15.2558,14.7537,22.1367,53.6346
2019-07-28,5.6663,13.1556,13.07,41.3748
2019-07-29,11.3979,6.4088,18.8833,53.3921
2019-07-30,10.1783,5.905,18.83,63.5675
2019-07-31,6.2433,6.0957,14.6167,48.3221
2019-08-01,7.24,6.4465,13.87,54.3513
2019-08-02,6.4958,4.6126,14.4033,65.6529
2019-08-03,14.2717,3.0212,11.7367,47.2167
2019-08-04,10.8237,6.8939,14.8833,61.6033
2019-08-05,8.2529,6.8769,17.07,51.3904
2019-08-06,7.1138,4.8372,15.0433,51.6633
2019-08-07,5.0908,3.2696,13.0167,53.56
2019-08-08,9.5196,4.1332,13.6567,47.5892
2019-08-09,14.5938,6.2795,12.9633,42.2265
2019-08-10,3.3579,3.129,17.1767,59.4762
2019-08-11,4.7908,6.069,16.9633,56.4146
2019-08-12,8.0846,4.5749,11.5233,51.5096
2019-08-13,9.0671,3.0039,8.4833,54.3774
2019-08-14,11.7975,5.4225,10.2967,46.6479
2019-08-15,5.0712,3.6983,11.2567,44.4904
2019-08-16,12.2562,6.352,13.7633,45.1758
2019-08-17,6.7933,3.7247,12.11,38.8548
2019-08-18,5.6675,3.8287,13.6033,49.7967
2019-08-19,6.4454,5.0135,19.6833,55.2612
2019-08-20,8.0083,4.6528,17.4967,55.5812
2019-08-21,19.7667,9.7793,19.8967,58.1557
2019-08-22,15.3762,11.0482,22.8833,56.5558
2019-08-23,20.7838,10.5887,19.31,63.9875
2019-08-24,17.6846,15.8542,25.4433,87.4142
2019-08-25,21.6246,17.0176,26.8833,84.1635
2019-08-26,22.3446,17.5739,32.3233,89.7938
2019-08-27,31.155,21.2265,43.8967,80.9617
2019-08-28,17.4088,22.488,22.5633,61.7521
2019-08-29,8.2379,6.0711,12.1633,51.9078
2019-08-30,13.8783,11.21,15.8433,48.9475
2019-08-31,14.2854,16.0027,17.9233,69.7529
2019-09-01,5.3104,2.2342,8.1633,55.6075
2019-09-02,7.9762,3.1137,10.1367,57.5426
2019-09-03,8.1775,5.3677,11.15,51.1338
2019-09-04,10.0604,4.5302,11.31,44.6808
2019-09-05,8.6288,2.643,11.79,51.9221
2019-09-06,11.3946,6.0293,13.1767,50.5174
2019-09-07,10.4667,2.747,10.1367,38.4717
2019-09-08,11.3738,3.278,10.7767,48.6767
2019-09-09,17.1738,4.0258,12.6433,41.0267
2019-09-10,20.8983,9.0364,15.3633,42.9587
2019-09-11,14.7808,8.0923,11.31,34.5371
2019-09-12,8.415,4.3171,12.6967,34.8212
2019-09-13,14.0179,5.2885,12.11,36.2046
2019-09-14,15.7696,6.597,13.39,39.933
2019-09-15,18.48,8.4091,12.9633,38.61
2019-09-16,17.0167,2.051,9.3367,30.0892
2019-09-17,14.8483,2.3591,15.4167,42.6625
2019-09-18,20.4512,3.6295,15.5233,34.673
2019-09-19,25.0567,2.7577,10.03,28.9996
2019-09-20,24.1396,7.0782,15.0433,35.2338
2019-09-21,18.8833,6.1117,23.5233,43.435
2019-09-22,9.6225,6.2675,17.2833,60.0413
2019-09-23,13.6921,6.7335,14.2433,31.6062
2019-09-24,11.4457,3.6006,10.7081,33.3345
2019-09-25,11.1908,5.1795,14.5633,33.8033
2019-09-26,10.6812,4.5337,11.6833,37.7583
2019-09-27,8.8912,3.9501,13.55,43.8192
2019-09-28,5.8896,4.1742,11.7367,51.5254
2019-09-29,6.635,1.9154,7.0967,49.3221
2019-09-30,8.5848,2.0625,10.99,46.0378
2019-10-01,9.8021,3.2841,8.1633,44.8225
2019-10-02,14.5171,2.0542,9.1767,45.0246
2019-10-03,13.6354,3.1755,9.0167,36.7075
2019-10-04,11.99,5.4435,11.79,37.8426
2019-10-05,12.7171,6.7827,10.19,30.0521
2019-10-06,14.1438,7.154,7.31,20.7492
2019-10-07,19.5579,11.3147,16.3233,22.5196
2019-10-08,9.6379,4.5415,15.2033,41.3122
2019-10-09,9.2938,3.5041,10.35,47.1221
2019-10-10,10.0083,3.835,11.47,43.5342
2019-10-11,11.2492,4.2586,10.83,38.8208
2019-10-12,13.2425,2.6491,6.99,48.9983
2019-10-13,10.8867,5.9068,14.67,39.4654
2019-10-14,23.9692,7.8582,20.11,20.5833
2019-10-15,13.2379,6.2911,8.1633,41.14
2019-10-16,15.1658,4.4881,6.6167,30.4926
2019-10-17,14.5258,5.2998,12.3767,36.1292
2019-10-18,10.3771,3.4633,7.5767,46.93
2019-10-19,11.1929,3.9777,9.1767,42.6854
2019-10-20,21.2125,12.0945,18.83,13.6117
2019-10-21,14.8892,4.6322,5.0167,26.2717
2019-10-22,20.7021,11.1042,8.1633,21.8871
2019-10-23,28.4442,12.9811,20.0033,5.4933
2019-10-24,17.7612,9.9256,15.0433,26.2813
2019-10-25,11.1613,5.2222,8.11,38.4808
2019-10-26,8.5333,3.0957,8.91,46.8875
2019-10-27,8.1142,3.19,10.5633,46.4175
2019-10-28,29.2975,4.3987,15.95,22.1309
2019-10-29,34.0617,7.4053,16.1633,23.5542
2019-10-30,26.92,14.3788,22.35,14.64
2019-10-31,31.6308,16.1055,28.5367,10.3125
2019-11-01,21.5975,14.5452,17.7633,9.6317
2019-11-02,5.7696,4.2783,8.75,50.5612
2019-11-03,13.4596,2.6532,7.0967,29.8046
2019-11-04,18.03,5.9218,12.5367,30.6254
2019-11-05,21.6854,8.5476,14.7233,23.6678
2019-11-06,24.7454,2.246,10.7626,22.8446
2019-11-07,20.0396,,10.6167,25.4475
2019-11-08,25.8213,11.4662,15.79,19.3321
2019-11-09,15.9212,9.0245,14.2967,35.1009
2019-11-10,23.2929,20.9268,18.67,13.4238
